content,score,at
Bagus banget,5,2024-07-05 10:47:46
pelayanan yg memuaskan.trimaksih,5,2024-07-05 10:01:40
"Pelayanan ramah, dan infomatif",5,2024-07-05 08:13:34
"Membantu sebenernya. Cuman diagnosis dokternya terlalu terburu-buru tanpa ada analisia atau pertanyaan lebih mendetil. Padahal penyakit saya bukan itu. Langsung menyimpulkan hanya gara2 melihat usia saja. Bukan berdasarkan rekam medis (seperti yang dilakukan pihak kompetitor mereka Al*dokter) Fatalnya adalah ketika memberikan resep obatnya, dosisnya terlalu tinggi untuk saya, akhirnya mendapatkan gejala baru lagi dan memengaruhi aktifitas saya 😭😭😭 mau nangis karena overdosis obatnya.",3,2024-07-05 07:02:03
Mudah pegunaannya Obat jg cepat sampainya Terima kasih halodoc,5,2024-07-05 06:32:21
Gak bisa berkata kata sih ini membantu banget bnget banget,5,2024-07-05 06:15:39
Bagus sekali,5,2024-07-05 04:12:12
"Mantab, fast respon",5,2024-07-05 03:07:07
"Halodoc sangat membantu saya untuk konsultasi dengan dokter sesuai bidangnya, dan penanganannya cepat",5,2024-07-04 23:21:56
aplikasinya bagus di saat membutuhkan obat yang segera,5,2024-07-04 18:12:14
Dokternya ramah dan cantik,5,2024-07-04 17:05:41
"Sudh bayar pas mau konsul dokternya sibuk pas sdh gk sibuk masuk lagi malah di suruh bayar lagi,, sangat tidak membantu sekali🤬",1,2024-07-04 16:57:46
Aplikasi nya mudah. Dan dokter nya ok.,5,2024-07-04 16:18:08
kecewa bgt sama halodoc. beli obat urgent malah dibatalkan mana dana nya gak kembali.parah,1,2024-07-04 16:06:42
Baik,5,2024-07-04 14:56:38
Dr Corry the best 100000000/10 🥇🥇🥇🎖️🎖️🎖️🎖️,5,2024-07-04 14:54:47
Sangat membantu,5,2024-07-04 14:25:44
"Respone dokter sangat cepat dan ramah, pengantaran obat juga cepat, terimakasih Halodoc",5,2024-07-04 12:40:11
Konsultasi kesehatan jadi lebih mudah,4,2024-07-04 12:15:52
Naise,5,2024-07-04 12:01:38
Sangat membantu sekali,5,2024-07-04 11:42:00
Tidak ribet untuk Konsul dan ketemu dokter,5,2024-07-04 08:27:19
Untuk komunikasi atau chat online slow respon. Dan waktunya terus berjalan. Tdk mendapatkan apapa. Kecuali saya rugi bayar untuk konsul online,1,2024-07-04 06:36:07
Membantu sekali,5,2024-07-04 06:32:23
Sangat membantu Dikala Darurat,5,2024-07-04 06:19:06
"Simple, disaat ga kuat bediri mau ke dokter ada halodoc",5,2024-07-04 05:33:55
Good job,5,2024-07-04 05:24:50
memuaskan,4,2024-07-04 05:02:44
"Terimakasih, sangat membantu.",4,2024-07-04 04:24:30
"apk yg sgt rekomendasi bagi yg jauh dr orgtua dan keluarga ataupun yg jauh dr rumah sakit/puskesmas. penggunaan aplikasi mudah dimengerti, fast respon ketika konsultasi dgn dokter. terimakasih halodoc",5,2024-07-04 03:14:06
Respon cepat dan ramah,5,2024-07-04 00:52:39
Sangat membantu,5,2024-07-03 19:09:29
Sangat bagus dan membantu,5,2024-07-03 18:22:10
terimakasiii,5,2024-07-03 17:46:21
Sangat membantu,5,2024-07-03 15:43:44
Layanan yg mantap,5,2024-07-03 13:57:06
Sangat bermanfaat dan membantu,5,2024-07-03 13:24:30
Sangat membantu,5,2024-07-03 12:44:15
Sgt membantu dan dokternya sigap membls chat,5,2024-07-03 11:56:34
Solusi yang praktis sangat membantu,5,2024-07-03 11:10:35
Lemot. Padahal kuota full dan hp gak penuh aplikasi. Harus nunggu lama banget.,2,2024-07-03 09:51:04
"Mungkin ke depan nya sambung kan pake gojek atau grab ya, biar bisa terpantau lebih detail dan driver bisa di hubungi",4,2024-07-03 07:53:23
"Baru pertama kali konsul di sini untuk masalah kukit wajah berjerawat, sudah dikasih resep dan mau coba malem ini semoga ada kemajuan hasil yg bagus di kulitku aamiin, thx halodoc",4,2024-07-03 07:43:01
kerennnnnn,5,2024-07-03 06:20:44
"dokter ya baek ,cepat respon",5,2024-07-03 06:02:18
dikasih waktu 30mnt konsul tapi cuma telat chat dokter 15 mnt ko udah berakhir konsulnya? sia sia duit gue mana itu duit minjem ke temen lagi sumpah sakit hati bgt,1,2024-07-03 05:20:00
"Konsultasi baik, dokter ramah",5,2024-07-03 04:52:42
Dokternya ramah,5,2024-07-03 04:09:27
Sangat membantu,5,2024-07-03 04:00:45
Sangat membantu,5,2024-07-03 03:27:15
Sy terbantu sekali,5,2024-07-03 03:08:42
Sangat membantu disaat sibuk,5,2024-07-03 02:56:06
Ok,5,2024-07-03 02:51:53
"Mohon di update sistem nya BANYAKIN MITRA APOTEK NYA, MASA SAYA PESEN OBAT VENTOLIN URGENT ALAMAT DI LAMPUNG PENGIRIMAN NYA DARI TANGSEL SANGAT TIDAK DIANJURKAN BAGI PENGGUNA DI LUAR PULAU JAWA!!!!",1,2024-07-03 02:45:34
Lumayan klo lg males ke dokter,5,2024-07-03 02:16:11
Sangat membantu,5,2024-07-03 01:23:43
Alhamdulillah tabarokallah Ini sangat membantu. Terima kasih halodoc ❤,5,2024-07-03 00:49:23
Mudah dan cepat,5,2024-07-02 16:31:54
Aplikasi ini sangat membantu,5,2024-07-02 16:29:49
"Sangat membantu sekali buat beli obat,cek kesehatan,konsultasi kesehatan nya.buat yg malas keluar Rumah.",5,2024-07-02 15:50:27
Bagus dokter nya ramah pula semua dokter,5,2024-07-02 15:44:42
Sangat membantu,5,2024-07-02 14:13:17
Alhamdulillah sangat membatu👍,5,2024-07-02 14:02:16
"Pake halodok awalnya memang bagus tapi skarang ko jadi ada pilihan pengiriman, memang keteledoran saya pilih leguler tapi mana saya tau di kirimnya sampai 3-4 hari mana mungkin ada orang sakit harus nunggu berhari hari tolong ya di tindakan pilihan seperti itu, gamungkin ada orang sakit bisa nunggu percuma menghubungi halodoc udah aja ke dokter langsung.",5,2024-07-02 13:33:03
sangat memuaskan,5,2024-07-02 13:14:02
Bantul mantap betul,5,2024-07-02 12:44:08
Dokternya sangat ramah penjelasan sangat bisa di pahami,5,2024-07-02 12:35:12
Baik dan tenaga medis sangat profesional,5,2024-07-02 12:32:57
"Maaf saya pengguna baru Halodoc, mau nanya saat mau chat sama dokter, ada pilihan foto dokter dan namanya .. kita harus bayar.. itu bayar sekali doang, atau setiap mau chat .???????",4,2024-07-02 12:18:58
Sangat membantu konseling jarak jauh untuk ibu rumah tangga,5,2024-07-02 11:50:22
Pelayanan yg baik,5,2024-07-02 11:36:26
Sangat membantu,5,2024-07-02 11:32:17
"Nice, terima kasih banyak halodoc luar biasa",5,2024-07-02 10:40:29
Membantu sekaliiiii,5,2024-07-02 09:14:31
Lumayan,5,2024-07-02 06:16:19
Mantap,5,2024-07-02 05:07:12
Dokter super ramahh🥰🥰🥰🥰,5,2024-07-02 04:31:08
Dokternya gercep dan ramah,5,2024-07-02 03:57:21
Membantu bangettt..terima kasih halodoc,5,2024-07-02 03:34:46
Dokter nya ramah dan respon nya cepet,5,2024-07-02 02:13:06
Sangat membantu,5,2024-07-02 00:51:36
"Sangaat membantu banget terutama jika sakitnya saat malam hari dan jauh darimana2, bisa segera konsul dan dapat info obat atau penanganan segera saat urgensi , sejak covid kemaren saya sangat mengandalkan telekonsul halo doc utk konsul saat keluarga atau dirisaya ada yg sakit",5,2024-07-01 23:21:03
Good 😇🙏,5,2024-07-01 17:05:10
Pop up maksa nya tolong diilangin,1,2024-07-01 15:28:55
Pelayanan ok,5,2024-07-01 14:26:37
Cepat tepat,5,2024-07-01 14:25:26
"Dokternya ramah""",5,2024-07-01 13:53:07
"Aplikasi ini sangat membantu banget,dokternya jg cepat tanggap,ok pokokny.",5,2024-07-01 13:52:20
Halodoc sangat membantu jika mau berkonsultasi dengan dokter kapanpun dimanapun dan juga bisa pesan obat dengan mudah. Terimakasih halodoc,5,2024-07-01 11:45:00
Penjelasan dari dokter jelas dan mudah di mengerti,5,2024-07-01 10:30:21
Ngerating aj,4,2024-07-01 08:59:21
"Good job lah, banyakin vouchernya ya",5,2024-07-01 08:23:06
Sangat membantu buat IRT yg g ad waktu keluar rumah dan jauh dari kota 👍👍,5,2024-07-01 05:01:05
cukupp baikk,5,2024-07-01 04:50:59
"Alhamdulillah,pengirimannya cepat",5,2024-07-01 04:31:51
Cepat n jelas,5,2024-07-01 03:32:12
Sangat membantu,5,2024-07-01 03:13:00
Ini app penipuan atau gimn?? Atau nunggu firal di tiktok dl kali ya baru di benarin pelayananya kita bayar biaya chat itu ga serapa sih dan berharap bisa konsultasi dengan dokter yg kita byr setelah bayar dokternya ilang begitu muncul sibuk mau chat dgn yg lain hrs byr lagi kayanya niat banget ya...,1,2024-07-01 02:45:10
Sangat membantu,5,2024-07-01 02:05:12
Enak ya kalau gini bisa konsul kapan saja. Dokter nya ramah juga,5,2024-07-01 00:33:57
Good,5,2024-06-30 23:26:32
dokter pengalaman,5,2024-06-30 21:46:32
membantu sekali disaat darurat,5,2024-06-30 16:39:10
Oke banget dokter yang bagus,5,2024-06-30 15:13:22
"Sangat buruk, saya sdh konsul online tdk dapat resep online Harus mengajukan lagi, pas obat sdh saya bayar.. Keterangan barang diantar besok padahal keterangan barang bisa diantar 1 jam dari pemesanan",1,2024-06-30 14:56:26
"Aplikasi ga jelas, saya sambungin asuransi ga bisa, saya bayar pake gopay ga bisa juga.. mengecewakan",1,2024-06-30 14:23:41
Sayang udah bayar dana udah ke potong nggak bisa konsul,4,2024-06-30 13:52:36
Ok,5,2024-06-30 13:47:49
Ga bisa di download,1,2024-06-30 12:56:01
Mantap,5,2024-06-30 11:00:59
dokternya baik,5,2024-06-30 10:01:28
Good,5,2024-06-30 09:04:03
👍,5,2024-06-30 08:52:30
Good,5,2024-06-30 07:08:38
Mantap mempermudah pembelian obat ga harus kesana kemari.pesan 1 jam obat datang..makasih halodoc,5,2024-06-30 05:46:33
Membantu sekali,4,2024-06-30 05:10:32
"Good pelayanan memuaskan, dokternya sangat ramah",5,2024-06-30 04:37:13
"Sangat membantu sekalii, terbaiikk ini",5,2024-06-30 04:31:15
sangat membantu,5,2024-06-30 04:22:23
Terimakasih.sangat.bermanfaat,5,2024-06-30 00:30:07
pelayanan cepat,5,2024-06-30 00:01:00
"Respon cepat,mudah, pengiriman obat pun instant",5,2024-06-29 23:58:35
"Padahal dulu konsultasi chat gratis, skrg malah berbayar. Mahal lagi!",2,2024-06-29 21:20:54
Beli obat jadi mudah.. terima kasih halodoc,5,2024-06-29 14:10:07
Besttt,5,2024-06-29 12:59:07
Suka dengan aplikasinya sangat membantu meskipun agak lama respon dokternya,5,2024-06-29 12:47:23
"Pada mahal"" konsultasi ke dokternya :(",5,2024-06-29 12:19:19
Sangat berguna disaat urgentsi,5,2024-06-29 10:40:58
Terima kasih halodoc dan Dr.corry.. aplikasi ini sangat bermanfaat untuk kesehatan terutama saya & keluarga yang tinggalnya di daerah pedesaan Bantul Yogyakarta. Terima kasih banyak dokter..,5,2024-06-29 08:46:43
Tidak harus repot untuk membeli obat,5,2024-06-29 08:29:30
Docter baik banget,5,2024-06-29 08:04:36
Sangat bermanfaat,5,2024-06-29 07:24:53
"Masih dalam wilayah RI, pelayanan the best. Semoga apilkasi ini di berkahi dan sukses selalu..",5,2024-06-29 06:38:20
"Cukup jelas untuk menerangkan segalanya ,puas chat disini ga perlu lagi ke dokter",5,2024-06-29 06:29:24
Bagus,5,2024-06-29 05:58:08
Bagus dan cepat,5,2024-06-29 05:33:04
Sangat bagus dan puas☺️😍,5,2024-06-29 05:15:39
Sangat membantu..tudak perlu jauh2 datang ke rumah dokter..,5,2024-06-29 04:11:58
good,5,2024-06-29 03:38:15
Cukup membantu,4,2024-06-29 03:13:11
Sangat membantu dan ramah,5,2024-06-29 02:38:16
"bagus, puas",5,2024-06-29 02:15:45
"Makin lama app nya makin kacau, konsul banyak kendala, order obat lama prosesnya, app nya udah benar2 gak berfungsi dengan baik",1,2024-06-29 01:22:54
"Sangat membantu, konsultasi pribadi privasi terjaga, saran dan resep yang diberikan sangat mudah difahami dan di mengerti",5,2024-06-29 00:37:29
Murahhhh oke juga,5,2024-06-28 16:45:31
Bagus poull,5,2024-06-28 16:22:27
Puas dengan konsul nya,5,2024-06-28 12:32:14
Membantu,5,2024-06-28 11:10:51
sangat membantu di saat tidak bisa ke mana²,5,2024-06-28 09:51:44
terimakasih dok,5,2024-06-28 06:09:10
Lebih simpel bisa berobat tanpa harus antri,5,2024-06-28 06:00:24
Bagus sekali apknya,5,2024-06-28 04:45:55
Sangat membantu saat perlu obat dll dlm kondisi segera,5,2024-06-28 03:46:59
"dengan adanya aplikasi ini, sangat membantu.",5,2024-06-28 02:06:40
Good,5,2024-06-27 17:34:09
Sangat membantu jika belum sempat berobat ke rumah sakit,5,2024-06-27 15:44:58
"Dokternya sangat ramah dan detail,sampai Binggung mau tanya apa lagi, sampai waktu tersisa banyak",5,2024-06-27 15:36:06
"Sangat membantu sekali ,,dan praktis juga ,,semoga cocok ya ,, Terima kasih Dr. Mimin Oktaviana Sp.D.V.E",4,2024-06-27 14:45:54
Respon dokternya cepat dan ramah,5,2024-06-27 13:39:58
"Amazing, sangat sangat membantu untuk sakit dirumah",5,2024-06-27 12:45:23
oke,5,2024-06-27 11:10:33
"menolong disaat darurat, mohon untuk lebih meningkatkan sistem pelayanan. terimakasih",5,2024-06-27 09:49:54
"dokternya ramah, dan menjelaskan secara detail terima kasih",5,2024-06-27 09:37:46
bagus,4,2024-06-27 09:36:55
Sangat membantu,5,2024-06-27 07:40:57
Fast Respon,5,2024-06-27 00:30:25
Bagus,5,2024-06-26 23:45:09
"Untuk dokter umum Budiyanto MARS sangat responsif, suka konsultasi dengan beliau, terimakasih hallodoc.",5,2024-06-26 22:28:25
Pelayanan mudah cepat,5,2024-06-26 18:37:05
"udh beberapa kali konsul tengah malam ada dokternya yg kita perluin, dokternya ramah dan berpengalaman, overall okee sih",4,2024-06-26 16:44:59
Dokternya sangat sangat membantuuu,5,2024-06-26 15:54:12
Jelas dan bagus,5,2024-06-26 15:26:54
Halodoc benar2 sangat menolong semua kebutuhan obat2 an kami sekeluarga. Dokter2 yg saya hubungi juga sangat responsive dan baik.... Terimakasih halodoc. Terimakasih medicillin karna sudah bekerja sama dengan halodoc.,5,2024-06-26 13:53:07
Sangat membantu dokternya ramah,5,2024-06-26 11:01:48
Komunikatif dan detail,5,2024-06-26 09:44:48
Doctor nya friendly dan fast respond,5,2024-06-26 07:42:53
Sangat membantu,5,2024-06-26 07:32:29
Membantu,5,2024-06-26 06:53:29
Dengan apk ini sangat membantu sekali perihal konsul dll,5,2024-06-26 05:09:08
Dokter profesional ramah dan sangat membantu,5,2024-06-26 04:20:23
Cukup memuaskan penjelasanya. Semoga penyakit segerah sembuh,5,2024-06-26 03:36:31
Mantulllll,5,2024-06-26 03:10:13
Mantap,5,2024-06-26 02:46:55
Keren,5,2024-06-26 00:41:53
Mantab 👍,5,2024-06-25 19:01:01
sangat membantu sekali,5,2024-06-25 16:54:08
ga guna udg di tf mlh blg dokter sibuk,5,2024-06-25 16:33:14
#Teman hidup sehat,5,2024-06-25 15:46:04
Sangat membantu disaat jauh dr dokter kulit. Apalagi saya didaerah.,5,2024-06-25 15:00:13
"Konsultasi singkat, padat, jelas dan puas.Diberi resep tanpa harus repot bertemu langsung dg dokter,praktis,hemat waktu dan biaya.Terima kasih dokter",5,2024-06-25 14:57:13
Sekarang kalo Konsul dokter kulit ga kaya dluu vocher gaada setiap bulan nya dan masukin vocher cuma 1 doang biasanya sampe 3 harga juga naik drastis pdhl awalnya suka bngtt,3,2024-06-25 14:36:01
makasih telah membantu,5,2024-06-25 14:26:47
"Terima kasih halodoc, sdh lbh dr 3x konsul di halodoc dan amat sangat membatu sekalii",5,2024-06-25 11:37:13
Best,5,2024-06-25 10:13:37
Alhamdulillah saya banyak terbantu dengan aplikasi ini untuk kesehatan tubuh dan mental,5,2024-06-25 08:30:36
Sangat membantu,5,2024-06-25 06:50:24
Pertahankan dan terus tingkatkan,5,2024-06-25 06:45:45
Sangat membantu ketika kondisi badan tidak fit dan ngak bisa keluar bisa pesan lewat Online,5,2024-06-25 05:47:13
Oke,5,2024-06-25 04:41:26
Berguna mantap cpt respon nya...memuaskan jawaban nya👍👍👍👍,5,2024-06-25 02:34:03
Respon nya lama trus waktunya konsul cuma 30 menit ga puas bayar 57K tp tidak ada titik terang,3,2024-06-25 02:05:19
"Sangat membantu, drpa antri lama"" k RS, mnding downloads halodoc lgsung bisa konsultasi.",5,2024-06-25 00:17:53
"Memilih alamat pengiriman hanya bisa menggunakan maps, tetapi lokasi juga tidak akurat. Segera di perbaiki.",1,2024-06-24 15:31:47
Mantap Cepat Oke Is the best,5,2024-06-24 15:06:22
Bagus,5,2024-06-24 15:06:07
Sangat membantu,5,2024-06-24 14:26:27
Sangat membantu sekali,5,2024-06-24 13:26:00
Sangat membantu ketika urgent,5,2024-06-24 13:24:22
Sangat ramah dan cepat respon 😍 Semoga langganan,5,2024-06-24 12:50:55
Senang berkonsultasi dg doker. Terimasih atas penjelasan nya dok,5,2024-06-24 12:31:32
Aman jaya.. ga perlu repot keluar rumah kalo kondisi lagi ga fit bisa Konsul via online,5,2024-06-24 10:35:57
Beli obat jadi mudah,5,2024-06-24 10:22:59
"Aplikasinya mempermudah kita sebagai kaum rebahan sih, yg malas keluar rumah untuk konsul masalah kehidupan🤣",4,2024-06-24 10:22:30
Dokternya baik,5,2024-06-24 10:10:53
Emng halodoc byr,5,2024-06-24 10:06:29
"Sangat membantu saat sakit di luar kota, tidak tahu harus Konsul ke dokter siapa. Pilihan yg tepat untuk konsultasi",5,2024-06-24 09:16:52
Bagus,4,2024-06-24 08:35:43
Mantap,5,2024-06-24 07:10:36
ok,5,2024-06-24 07:04:32
"Sangat,,,, membantu sekalii👍👍👍👍👍👍👍👍👍👍👍👍👍",5,2024-06-24 06:22:08
"Saya kecewa krn dokter yg biasa saya d halodoc sudah tidak ada, bagaimana sih. Yg lain kurang klop soalnya",2,2024-06-24 05:49:25
Dokter respon dengan cepat terimakasih,5,2024-06-24 05:47:03
Sangat merespon dengan cepat,5,2024-06-24 05:36:45
"Layanan cepat, barang sampai kisaran waktu 1 jam setelah pesan. Free konsul juga kalau harus resep dokter. Kebantu banget 🫶🏻",5,2024-06-24 04:58:01
Sangat membantu kecemasan soal kesehatan dan pengobatan. 👍,5,2024-06-24 04:47:12
Mantep dokternya fast respon,5,2024-06-24 04:19:18
Sangat membantu,4,2024-06-24 04:07:43
"Akhirnya bisa Konsul di halodoc, suka bangwtt",5,2024-06-24 04:00:28
Sangat membantu,5,2024-06-24 02:48:31
Memudahkan dan dokternya sangat ramah,5,2024-06-24 01:39:47
"Sakitnya sekarang, obatnya dikirim tau kapan. Harusnya ada pemberitahuan untuk pengiriman sebelum payment. Untuk reguler bisa sampai 3 hari sampainya. Orang sakit yaa butuh obat buat hari itu juga, masa iya harus nunggu obatnya sampe beberapa hari.",1,2024-06-24 01:26:33
Trimakasih dg adanya halodoc sangat membantu kami,5,2024-06-24 01:06:25
Ok...👍🙏,5,2024-06-23 14:38:05
sangat membantu baik dri dokter maupun appnya 👍,5,2024-06-23 13:49:43
Cepat untuk konsulnya dan kirimanan obatnya,5,2024-06-23 13:12:36
Sangat membantu konsul jerawat saya lebih membaik,5,2024-06-23 10:27:27
Sangat membantu,5,2024-06-23 09:41:06
"Terimakasih Halodoc utk konsultasinya, dokter fast response dan biaya jg terjangkau ya",5,2024-06-23 09:33:00
Excellent,5,2024-06-23 08:43:52
"Membantu bngt, simple juga",5,2024-06-23 08:05:09
pesanan lama sampai,1,2024-06-23 06:39:50
Mantab,5,2024-06-23 06:21:10
"Aplikasi yang sangat membantu buat yang punya masalah jerawat, Konsul langsung dikasih rekomendasi skincare dan resep obat",5,2024-06-23 05:04:14
sangat membantu,5,2024-06-23 03:51:55
Sangat bermanfaat Tidak perlu aleng - leng,5,2024-06-23 02:18:11
Saya konsultasi sama dokter gila Belum selesai saya bicara langsung di akhirin nama nya dr kevin jaya s Tidak cocok anda sebagai dokter Kuli pasir lebih baik komunikasi nya dari pada anda tau itu,1,2024-06-23 01:50:36
"pelayanan nya baik, dokternya ramah dan penjelasan nya mudah di mengerti 😍",5,2024-06-23 01:36:04
Dokter Frida si baik banget udah 3x Konsul,5,2024-06-23 00:29:37
Sangat membantu,5,2024-06-22 21:50:38
"Saya sangat kecewa dengan Dr irma permamasari gani SP.KJ Beliau tanya keluhan saya, saya jawab Lalu sangat lama sekali beliau tidak balas..tiba2 wkt sudah selesai. Saya bayar untuk cari solusi bu Bukan untuk tau keluhan saya apa aja",1,2024-06-22 17:01:40
Bisa diandalkan..👍👍,5,2024-06-22 14:54:13
"Aku baru pertama konsul,kurasa aku cocok konsul di sini",5,2024-06-22 14:14:03
"Terimakasih banyak, aplikasi ini sangat membantu sekali, dan saya sudah merekomendasikan aplikasi ini ke teman2 saya, saudara2 saya...emang sebagus itu😍",5,2024-06-22 14:05:44
"Dokter cepat merespon, komunikatif dan sangat jelas memberikan solusi. Good job",5,2024-06-22 13:05:19
Drnya ramah dan fast repon,5,2024-06-22 13:02:38
Good Good,5,2024-06-22 12:40:27
"Awalny kcewa,tapi pennanganany cepat,,bagus🙏🙏🙏",5,2024-06-22 12:05:46
Aplikasi nya masih belum maksimal dalam memasukan foto ataupun vidio. Sempat tidak bisa. Semoga kedepan di perbaiki.,4,2024-06-22 11:56:30
Responya baik banget,5,2024-06-22 11:37:26
keterangan dokter sangat membantu tq,5,2024-06-22 09:05:59
Baru sekali order sih puasss barang cepat datang pula,5,2024-06-22 08:38:35
Bakk,5,2024-06-22 07:36:34
Mantap,5,2024-06-22 06:27:36
Saya suka halo doc bisa untuk beli obat,5,2024-06-22 05:23:33
"Udah coba Konsul psikolog nya, responsif Lebih murah dari apk biru",5,2024-06-22 03:44:00
Membantu sekali utk konsul ke dokter,5,2024-06-22 03:24:26
"Konsultasi enak, tidak perlu menunggu lama",5,2024-06-22 02:39:31
Amazing,5,2024-06-21 22:37:15
Dokter sangat responsif,5,2024-06-21 16:41:12
terimakasih dok...,5,2024-06-21 15:32:11
Sangat membantu 🫶🏼,5,2024-06-21 15:28:26
"Sangat membantu sekali apalagi disaat weekend, malam hari, dimana dokter spesialis & apotek pada tutup",5,2024-06-21 15:17:28
Sejauh ini bagus 👍👍,5,2024-06-21 14:57:38
Awesome...sangat membantu,4,2024-06-21 13:01:28
"Riwayat transaksi & konsultasi hilang sendiri. Belum ada solusi dan respon lanjutan. Cukup kecewa dengan pelayanan nya. Coba hubungi via chat, tidak ada pilihan live chat dgn staff CS nya.",1,2024-06-21 12:51:59
"Dokternya cepat tanggap, sayang pembayarn agak ribet apadahal via transfer lebih midah knp harus lewat ewalet dan debot/ kredit",4,2024-06-21 12:49:35
Sangat membantu daripada harus ngantri ke RS,5,2024-06-21 11:46:25
Katanya gratis ternyata tanya aja bayar,1,2024-06-21 11:43:55
Sangat membant,5,2024-06-21 11:30:27
👍👍,5,2024-06-21 11:03:17
Membantu sekali,5,2024-06-21 09:53:50
Pengiriman obat reguler lama,2,2024-06-21 06:43:32
Sangat bermanfaat,5,2024-06-21 04:46:19
Sangat bermanfaat sekali apalagi jalanan yg super super macet jadi lebih simpel utk berobat ringan,5,2024-06-21 04:42:35
Sangat membantu,5,2024-06-21 03:40:52
konsultasi di lakukan dengan jelas dan tidak rumit,5,2024-06-21 03:21:55
Sangat membabtu,5,2024-06-21 01:40:41
Bagus,5,2024-06-21 00:45:04
Bagus bgt,5,2024-06-20 17:04:29
sangat membantu,5,2024-06-20 15:29:49
Sangat membantu,5,2024-06-20 15:23:11
Bagus,5,2024-06-20 13:40:15
"Bagus, dokter yang ku dapat informatif",5,2024-06-20 13:17:43
Bagus,5,2024-06-20 12:57:57
👍,5,2024-06-20 12:33:26
Sangat membantu sekali 🙏,5,2024-06-20 10:19:22
"Baguss, berguna banget",5,2024-06-20 08:29:53
Bagusss,5,2024-06-20 08:11:30
helpfull untuk aku yang mager jalan ke dokter. dokternya informatif semua,5,2024-06-20 07:43:43
Membantu sekali saat sedang sakit tidak perlu capek2 antri ke dokter,5,2024-06-20 06:52:12
Aplikasi sangat bermanfaat,5,2024-06-20 06:30:13
"Puas, tolong rate untuk krim barang lebih murah bukan lebih mahal",5,2024-06-20 06:07:06
Konsultasi kurang lama sehingga belum sampai penutup,5,2024-06-20 05:53:01
Sangat membantu,5,2024-06-20 05:29:31
Mantap,5,2024-06-20 05:27:39
good,5,2024-06-20 03:09:12
Cukup membabtu,4,2024-06-20 02:18:46
Bagus bgt.. Dokternya gercep.. Cari yang prosentase chat nya paling besar yaa,5,2024-06-20 01:52:19
Good.. Sangat bermanfaat,5,2024-06-20 00:04:12
mantap,5,2024-06-19 17:36:13
Sangat membantu,5,2024-06-19 16:35:02
Baguss bngt,5,2024-06-19 15:17:01
Cepat dan tidak ribet,5,2024-06-19 14:56:01
"Mohon maaf saya kecewa sekali dng aplikasi ini, saya udah nunggu 11 hari tapi obat yg saya pesan belum datang, katanya barang saya recerver padahal saya belum menerima pesan/telepon dari kurir terkait barang saya, sumpah saya sungguh kecewa, saya udah dm instragram, menghubungi melalui email, bahkan nelponn cs nya langsung, tanggapan nya cuma mohon bersabar terus sungguh sangat kecewa sekali, padahal obat nya sangat di perlukan.",1,2024-06-19 14:52:59
"Butuh obat urgent, pilihan pengiriman 1 jam sampai, ketika dibayar malah datang besoknya, k24 masih lebih baik",1,2024-06-19 14:49:30
Sangat membantu sekali sudah sering konsul dengan para dokter di halo doc dan hasil na cocok bagi kami sekeluarga,5,2024-06-19 14:00:48
Good,5,2024-06-19 13:27:47
baik,5,2024-06-19 13:13:27
Membantu sekali,5,2024-06-19 12:25:23
"Apotek yg kerjasama di tempat saya jauh dan sering obat kosong, jadi tetap harus keluar beli obat lagi",2,2024-06-19 11:07:59
paham dengan penjelasanya,5,2024-06-19 08:51:55
Mantap lebih efesien,5,2024-06-19 07:14:56
buat saya halodoc sangat membantu dan praktis resepnya pun selalu cocok alhamdulillah berkat hallodoc saya sehat kembali.,5,2024-06-19 05:26:21
Sangat membantu saat di butuh kan !,5,2024-06-19 03:01:20
Mantap jos sangat membantu,5,2024-06-19 02:16:27
Aplikasi yg tepat ketika kita tidak bisa berjalan karena sakit,5,2024-06-18 23:51:43
"Pertama kali coba langsung tepat, sehari konsumsi obat langsung membaik",5,2024-06-18 13:29:22
Aplikasi yang sangat membantu dan reaponsif,5,2024-06-18 11:58:51
Update versi terbaru malah sering crash dan membuat hp lemooot... Padahal versi lama lancar2 saja,2,2024-06-18 11:50:30
Sangat membantu,5,2024-06-18 09:39:46
"Bagus,...",5,2024-06-18 09:32:53
"respon cepat,dokternya ramah""",5,2024-06-18 06:50:43
"Terimakasih aplikasi ini bantu banget, Dokternya Ramah dan baik, menangani dengan baik dan memberikan solusi sesuai keadaan kita",5,2024-06-18 06:31:03
Untuk apotek ktdk menjangkau banyak,4,2024-06-18 05:29:01
"Dokter cepat memberikan solusi,dan cepat membalas chat konsultasi",5,2024-06-18 03:36:22
Mantap cepat tanggap dokter konsultasi ny,5,2024-06-17 23:32:16
cukup membantu,5,2024-06-17 22:23:55
Respon jika ada kendala tim atau apotik terkait sangat lama.,3,2024-06-17 22:07:33
Sangat mengecewakan sekali sudah bayar dan kondisi tengah malam ingin konsultasi tapi ada notif dokter sedang sibuk dan tidak ada tangapn sama sekali dan uang hilag,1,2024-06-17 17:33:41
"Cukup membantu, bisa berkonsultasi di mana saja, kapan saja.",5,2024-06-17 15:10:28
"Saya sedabg sakit tapi sulit untuk cuti jadi inisiatif periksa online, awalnya di aplikasi ini beberpa dokter sibuk, baru beberapa saat ketemu dokter yang bisa konsultasi. Syafakillah",4,2024-06-17 13:33:45
