content,score,at,sentiment
Aplikasi sudah kembali semula,5,2024-05-03 01:59:54,positif
"Kenapa ya setiap mau membeli obat, ketika lihat keranjang selalu error?",3,2024-05-03 00:56:23,netral
"Slow respon banget dokternya.. belom apa² udah diresepin obat, jadi ragu deh..mau nanya² juga responnya lama banget keburu waktu abis, apes bngt dapet dokternya yg itu",1,2024-05-02 21:05:19,negatif
Sy cukup terbantu dengan aplikasi ini.daripada sekedar tanya2 yg meragukan mending langsung sama ahlinya. Dokter ramah dan fast respon.terimakasih banyak,5,2024-05-02 15:55:03,positif
"Nyaman banget buat konsultasi buat aku yang kalau mikir lemot wkwkwk kalau lewat chat kan bisa berpikir lama, beda kalau offline hanya beberapa menit jadi nge-blank dulu mau tanya apa sampai lupa, ingatnya kalau udah selesai. Sering-sering adain promo dong halodoc",5,2024-05-02 15:02:30,positif
Sngt ramah sekali para dokter.. pelayanannya dn obat2 yg disarankan juga oke oke semua.. top deh,5,2024-05-02 14:30:58,positif
"Dari dlu mau konsul sini suka maju mundur, akhirnya setelah memberanikan diri. Hasilnya worth it bangett🤩🤩",5,2024-05-02 13:00:29,positif
Nyaman konsultasinya,5,2024-05-02 12:28:25,positif
Mntap,5,2024-05-02 11:46:35,positif
Sangat membantu tanpa harus datang ke tempat / langsung ke klinik atau ke RS,5,2024-05-02 10:53:17,positif
"Aku pas mau jadwalin konsul ke2 selalu bilangnya slot waktu tak tersedia bahkan aku coba seminggu kedepan tetep slot waktu tak tersedia. Ini sengaja apa gimana sih jelek banget. Minimal pas kita disuruh nentuin jadwal konsul ke2 kasih liat kek jadwal dokternya, nda harus detail jadwalnya, yang penting kasih liat kapan aja dokternya tak tersedia. Kan kalo gini repot, nyuruh jadwalin konsuk tanggal sekian tapi malah jadwalnya full. Ga jelas nih apk",1,2024-05-02 08:41:22,negatif
"gajelas anjir gua 2 kali loh pake halodoc responya lama bgt dan ga membantu apapun sama sekali keburu keabisan waktu. tolong dong kasih rating bintang 1 sampe 5 buat dokternya biar sebelum konsul kita bisa liat ratingnya dulu . buang duit doang gue pake aplikasi ini,dokterny pd makan gaji buta.",1,2024-05-02 06:43:06,negatif
Helpfull tp respon dokternya lamaaa dan obatnya mahal2,5,2024-05-02 05:06:19,positif
Oke,5,2024-05-02 03:58:58,positif
Cepet sekali pelayanannya,5,2024-05-02 03:19:31,positif
Professional,5,2024-05-02 03:01:40,positif
Membantu saat tidak bisa ke rumah sakit,5,2024-05-02 02:16:18,positif
Sangat membantu disaat tidak bisa bertemu tatap muka ke klinik ato RS,5,2024-05-02 01:13:11,positif
"pesanan saya stoknya kosong semua dan saya udah bayar semuanya tanpa terkecuali tapi apa?stok kosong, dana ga dikembalikan+di riwayat pesanan juga gada opsi pembatalan,apa apaan itu?saya pelajar min tolong lah kebijakannya",1,2024-05-01 22:16:17,negatif
Saran yang bagus dan docternya baik hati,5,2024-05-01 15:01:57,positif
Terimakasih dokternya enak konsultasi nya,5,2024-05-01 13:41:06,positif
Good,5,2024-05-01 12:39:16,positif
Sangaaaattt membantuuu,5,2024-05-01 12:35:18,positif
Sangat membantu di saat genting,5,2024-05-01 10:35:43,positif
"Selalu cocok, bisa diandalkan",4,2024-05-01 08:41:38,positif
"Mantap, gercep",5,2024-05-01 05:58:16,positif
Respinsif dan jelaa,5,2024-05-01 02:33:57,positif
Good idea,5,2024-05-01 01:18:35,positif
Aplikasi yg sangat membantu,5,2024-05-01 00:08:17,positif
"udah dibayar 55 rb, eh dokter nya offline, aplikasi jahanam",1,2024-04-30 14:38:46,negatif
"respon dokter cepat dan bisa membanti semua masalah yg saya keluhkan, semoga sy cepat sehat 🤲🤲🤲",5,2024-04-30 14:12:36,positif
Solusi terbaik pokoknya setelh dua hari nyri obat langka di apotek dan ngg dapt juga setelh download apk ini setengh jam udh dpt obatnya,5,2024-04-30 12:30:40,positif
Sangat membantu,5,2024-04-30 11:48:59,positif
bagus 👍,5,2024-04-30 11:42:49,positif
Bagus memuaskan,5,2024-04-30 11:27:40,positif
"Satu sih saran aku, apknya udah bagus tapi di harapkan dokternya tetap stay selama stngah jam konsulnya pasien agar waktu yang di beli pasien tidak terbuang percuma.",5,2024-04-30 09:52:31,positif
sangat membantu,5,2024-04-30 08:23:37,positif
Terima kasih atas konsultasinya ..,5,2024-04-30 07:15:39,positif
Sangat membantu.. Tidak perlu kluar rumah.. Obat juga bisa d tebus lewat online.. Rekomendasi bgt untuk saya,5,2024-04-30 07:12:32,positif
Halodoc sangat membantu,5,2024-04-30 06:05:02,positif
Sangan membantu,5,2024-04-30 06:01:32,positif
Konsultasi singkat yg sangat membantu,5,2024-04-30 03:34:03,positif
Markotop,5,2024-04-30 02:49:43,positif
Ausah sekali Loading nya. Muter muter terus. Padahal mau tes kesehatan di aplkasi ini. Lalu bagaimana? Tolong di perbaiki. Dan di beri fiture chat cs agar masalah cepat teratasi.,3,2024-04-30 02:29:58,netral
Dokter Karlina spkk bestt,5,2024-04-29 23:21:45,positif
Alhamdulillah sudah terbantu 💖,5,2024-04-29 23:20:26,positif
sangat membantu,5,2024-04-29 21:37:50,positif
Terima kasih sangat membatu sekali,5,2024-04-29 16:47:34,positif
Mantap,5,2024-04-29 15:04:29,positif
"Alhamdulillah dengan adanya aplikasi ini memudahkan saya untuk Bertanya langsung ke dokter,,dan dokternya pun sangat cepat respon nya,,semoga kedepannya lebih baik lagi😊",5,2024-04-29 14:48:46,positif
Good,5,2024-04-29 13:51:13,positif
Aplikasi yang amat sangat membantu banyak org. Terimakasih,5,2024-04-29 13:27:17,positif
Suka sih cepet prosesnya.. tapi untuk biaya jasa kurirnya mahal banget 😭,5,2024-04-29 12:46:42,positif
"Mudah,cepat dan cocok 🙏👍",5,2024-04-29 11:34:47,positif
TOP,5,2024-04-29 11:09:55,positif
Sangat membantu,5,2024-04-29 11:05:56,positif
"jangan download aplikasi ini. ngaco bgt, mau konsul udh tahap pembayaran trnyata dokternya sibuk, di chat ga bisa. TAPI SALDO UDAH KEPOTONG. apa2an si kaya gitu aplikasi gak guna. smoga bangkrut!!",1,2024-04-29 10:53:13,negatif
Dokter nya ramah,5,2024-04-29 10:46:40,positif
Dr Jonatan Ham good 👍🏻👍🏻,5,2024-04-29 10:37:42,positif
Dokternya ramah,5,2024-04-29 10:18:26,positif
saya tidak bisa update halodoc,3,2024-04-29 09:58:06,netral
Terimakasih atas penjelasan dok,5,2024-04-29 09:44:56,positif
"GAK RAMAH BANGET HUU DOKTERNYA, DICHAT GAK DIJAWAB, BINTANG ⭐1 UNTUK APLIKASI HALODOC",1,2024-04-29 08:19:46,negatif
Terima kasih,5,2024-04-29 04:50:16,positif
Tidak jelas pengiriman sy pesan obat malah sdh seminggu lebih tdk update dan tidak sampai tanya admin pun tdk jelas jawaban nti balasan hubungin admin GK ada jawaban jelas sangat buruk aplikasi,1,2024-04-29 04:41:17,negatif
"Baru saja selesai konsultasi, walaupun respon dokternya agak lama tapi pertanyaan terjawab. Semoga membuahkan hasil. Saya tidak tahu, apa karena aplikasinya berat atau memang respon agak lama tapi memang agak susah (lama/lemot) saat mengoperasikannya.",4,2024-04-29 03:46:30,positif
Sangat membantu,5,2024-04-29 03:00:06,positif
"Respon cepat, dan dokternya baik melayani nya",5,2024-04-29 02:03:32,positif
Ok,5,2024-04-29 01:28:45,positif
"sangat membantu, kalo sakit dan gak bisa ke dokter langsung",5,2024-04-29 01:09:51,positif
Sangat baik dan Alhamdulillah sembuh dg resep online,5,2024-04-28 22:04:38,positif
Luarbiasa,4,2024-04-28 18:06:49,positif
Dokter cepat dan ramah,5,2024-04-28 16:28:50,positif
Sangat membantu sebagai anak rantau dan anak kosan 🙏🏻,5,2024-04-28 15:06:45,positif
Nice,5,2024-04-28 14:40:28,positif
Cukup membantu,5,2024-04-28 14:01:14,positif
Saya sangat kecewa sama aplikasi halodoc karena tidak ada fitur pembayaran COD padahal saya sudah sangat senang menemukan produk yang ori untuk update selanjutnya tolong ada fitur COD trimakasih 🙏🙏,2,2024-04-28 13:05:56,negatif
knp ya apotek rekanan halodoc sering ga ad obat resepan dokter..konsumen jd rugi biaya konsultasi Dan ada lg nih barusan di konfirm apotek di aplikasi obatnya tersedia ternyata sistem ga update..rugi lg biaya konsul. Knp ya untuk wilayah klaten kota rekanan apoteknya mlh k apotek2 yg dr luar klaten kota..jd sering bgtt ga lengkap..semoga kedepan bisa di review lg agar apotek rekanan lbh lengkap persediaan obat dan update sistemnya.,3,2024-04-28 12:23:07,netral
Sangat membantu di saat sakit,5,2024-04-28 11:00:45,positif
trimakasih halodoc sangat membantu sekali,5,2024-04-28 10:12:10,positif
SATSET BANGETTT!!😭❤️,5,2024-04-28 05:48:34,positif
Good,4,2024-04-28 04:48:07,positif
"Dua kali konsul disni alhamdulillah memuaskan, dokternya juga ramah terimakasih",5,2024-04-28 04:08:38,positif
mantap,5,2024-04-28 03:01:27,positif
"Aplikasi sableng masa kirim obatnya jauh banget dari apotek yang deket2, bisa beda kecamatan, padahal posisi di kota malah kirim dr apotek kabupaten dan obatnya pun umum banyak ditemuin. Wkwkkwkw",1,2024-04-28 02:05:31,negatif
Sangat baik,4,2024-04-28 02:03:38,positif
Good apk,5,2024-04-28 01:54:10,positif
Bantu bangett jdi gaperlu Dateng ke dokter jauh jauh😭,5,2024-04-28 01:40:05,positif
Sangat membantu sekali..terimakasih,5,2024-04-28 01:26:32,positif
Mantap,5,2024-04-28 00:57:18,positif
Dokter roni nya ramah banget,5,2024-04-27 17:09:02,positif
Sangat membantu,5,2024-04-27 15:46:41,positif
Sangat membantu,5,2024-04-27 13:56:10,positif
"Terimakasih halodoc,sangat membantu",5,2024-04-27 12:46:01,positif
Sangat memuaskan dan membatu,5,2024-04-27 12:02:18,positif
Terbaik,5,2024-04-27 10:01:10,positif
Dokternya fast respon,5,2024-04-27 09:35:49,positif
"Respon Dokter Baik, Keluhan Pasien Teratasi dari penjelasan Dokter, Akan tetapi Beberapa Resep Yang diberikan Dokter Tdk Tersedia Di lokasi Saya, padahal Saya tinggal di Kota Kendari yang memiliki Rumah sakit Jantung Terbesar di Indonesia, Jumlah Apotik Juga sangat Banyak, Tetapi Untuk Pengantaran Obat Harus menunggu Hingga 4 hari, hal ini Tentu sangat Tidak Logis Jika Orang sakit harus menunggu Obat datang Dengan Waktu yg Sangat lama, dan Beberapa Obat yg diresepkan oleh dokter adl obat umum.",3,2024-04-27 09:25:25,netral
"Bagus sekali responya, jika sedang banyak pasien maka dokter akan memberitahu akan slow respon jdi ga berasa di php in deh makasih halodoc",5,2024-04-27 05:34:47,positif
Bagus,5,2024-04-27 05:05:07,positif
Sangat membantu,5,2024-04-27 04:49:31,positif
Aplikasi kaya virus berat di hp. Masa iya hp ram 8 berasa hp jadul buka nih aplikasi,1,2024-04-27 03:54:19,negatif
Sejauh ini dr. Hewan yg baru sy hubungi.. Dan respon baik sekali... Belum tau dokter yg lain,4,2024-04-27 03:48:51,positif
Membantu jika harus berobat tanpa keluar rumah,5,2024-04-27 02:00:05,positif
sangat membantu karena bisa konsultasi kapanpun dan dimanapun.,5,2024-04-27 00:13:05,positif
👍🏻,4,2024-04-26 17:42:52,positif
Dokter ramah dan edukatif,5,2024-04-26 16:43:41,positif
Sangat membantu,5,2024-04-26 16:05:56,positif
Alhamdulillah aplikasi ini sangat membantu ketika posisi saya lagi jauh dari orang tua.yang dimana orang tua sedang membutuhkan obat saat itu juga(darurat) halodoc bisa di andalkan!,5,2024-04-26 16:04:21,positif
Obat saya ga sampe sampe,3,2024-04-26 15:43:54,netral
sangat membantu di saat para ibu bingung dengan keadaan anaknya,5,2024-04-26 15:00:39,positif
Sangat membantu,5,2024-04-26 12:12:43,positif
Dokter memberikan resep bagus,5,2024-04-26 12:04:48,positif
"Konsul dengan dokternya nyaman , cocok Tetapi pemberian waktu terlalu singkat .",2,2024-04-26 05:35:43,negatif
Respon cepat dan tepat,5,2024-04-26 05:23:36,positif
Sangat membantu,5,2024-04-26 04:11:02,positif
Good,5,2024-04-26 03:29:31,positif
Simple & efisien,5,2024-04-26 01:46:54,positif
Sejauh ini pakai halodoc tidak ada kendala sama sekali,5,2024-04-26 01:26:44,positif
Keren,5,2024-04-25 23:45:12,positif
"pertama kali konsul di halodoc,responnya sangat bagus,cepat,dokternya ramah,dan obatnya datangnya cepet,aplikasinya juga sangat bagus dan lengkap",5,2024-04-25 14:27:25,positif
Dokternya baik hati dan membantu bangett,5,2024-04-25 13:45:08,positif
The best konsultasi dan para dokternya jg baik2 rekomendasi obatnya jg bagus dan membantu untuk sembuh,5,2024-04-25 13:30:38,positif
Sangat membantu,5,2024-04-25 11:26:03,positif
Luar biasa,5,2024-04-25 10:16:15,positif
Sangat membantu. Bisa disambungkan ke asuransi perusahaan. Keren,5,2024-04-25 09:59:13,positif
sangat membantu terimakasih,4,2024-04-25 08:25:51,positif
Memuaskan sangat membantu disaat saya lagi butuh obat yg saya butuhkan tidak ada disekitar apotik dekat rumah karena masih tutup jam 6 pagi jadi suami saya bingung beli dimana tetapi dengan apk halodoc saya tertolong sekali tidak butuh berhari2 hanya 1jam langsung kurir datang karena keadaan saat itu rumah jauh dari kota apotik juga tdk ada buka jam 6 pagi 🙏☺️,5,2024-04-25 07:49:54,positif
"Dokternya baik, cepat respon dan mengerti.",5,2024-04-25 07:32:06,positif
Enak sih bisa konsultasi sm dokter tp menurutku lumayan mahal si,4,2024-04-25 07:01:44,positif
"Kenapa ga dari dulu konsultasi jerawat ke halodoc aja 🫠 dari dulu kemakan produk iklan ini itu trs, sekali konsul obat yg diresepkan sangat manjur membantu sekali deh aplikasi halodoc ini",5,2024-04-25 06:55:56,positif
Mantap,5,2024-04-25 06:22:36,positif
Mantap,4,2024-04-25 06:09:10,positif
Sangat memuaskan Hanya saja kuota voucher nya sedikit sekali Utk saya yg konsul ke sekian kalinya udh ga dapat kuota lagi,5,2024-04-25 04:41:04,positif
Dokter Baik dan fast respon,5,2024-04-25 03:52:18,positif
"Dr nya baik hati, ramah , terima kasih",5,2024-04-25 03:23:54,positif
Cepat,5,2024-04-25 03:15:58,positif
Mantul,4,2024-04-25 02:38:54,positif
"Sempet kesel karena gagal Konsul setelah pembayaran, tapi respon sistemnya cepat, saldo pembayaran sya juga langsung dikembalikan. Terima kasih yaa!",5,2024-04-25 01:42:34,positif
"Semenjak diperbaharui kenapa banyak fitur yg hilang. Seperti kalender menstruasi padahal itu sangat membantu saya, bulan lalu masih bisa saya gunakan. Klo terus seperti ini mungkin ga bakal make aplikasi halodoc lagi dan beralih ke aplikasi lain",1,2024-04-24 22:22:21,negatif
Sangat membantu,5,2024-04-24 15:43:50,positif
"Sangat membantu sekali, terimakasih halodoc",5,2024-04-24 14:48:29,positif
"Sangat membantu sekali saran nya, bagi orang yang tidak dapat mengunjungi faskes secara langsung",5,2024-04-24 13:37:33,positif
"Peraturan uang refundnya nggak jelas, lebih baik hati"" sebelum melakukan pembayaran konsultasi",1,2024-04-24 13:13:30,negatif
Best,5,2024-04-24 13:13:08,positif
"Pelayanan bagus sekali, respon cepat dan langsung dikasig resep obat",5,2024-04-24 12:32:30,positif
"Kecewa banget udah bayar ga bsa chat ama dokternya mana lagi urgent, ya allahh ada ajaa",1,2024-04-24 11:07:05,negatif
Sangat membantu good lah pokoknya,5,2024-04-24 10:20:27,positif
Sangat membantu,5,2024-04-24 08:32:51,positif
Kerem dokter2nya fast respon,5,2024-04-24 08:02:58,positif
kecee,5,2024-04-24 04:41:47,positif
mantap,5,2024-04-24 01:56:30,positif
Simple,5,2024-04-24 01:53:44,positif
𝐒𝐢𝐢𝐢𝐢𝐢𝐩,5,2024-04-23 20:11:30,positif
Semoga Dokter2 Sehat Selalu,4,2024-04-23 15:37:16,positif
"Apk rusak. Dokter sibuk, riwayat chat tidak sesuai, sudah bayar tapi tidak dapat konsultasi. Scam.",1,2024-04-23 15:34:13,negatif
"Suka,emoga lbh dikembangkan lagi",5,2024-04-23 15:18:00,positif
"dokternya ramah ,terbaik ❤️🥰",5,2024-04-23 13:23:28,positif
"Pertama konsul tidak ada jawaban hingga waktu habis nyoba konsul lagi dengan dokter yang berbeda, puas",5,2024-04-23 10:25:42,positif
Responsif 👍👍👍,5,2024-04-23 10:25:31,positif
baik,4,2024-04-23 08:34:31,positif
Sangat cepat pengiriman nya,5,2024-04-23 08:00:58,positif
Bagus! tapi kenapa ya apotek yg disarankan jauh jauh banget. Kasian driver nya. Semoga meluas biar lebih dekat apotek nya.,5,2024-04-23 03:28:49,positif
"Responnya cepat , baik dan ramah",5,2024-04-23 03:01:04,positif
"payah, konsultasi aja kudu bayar 50 ribu, mending ke puskesmas langsung, bayar cuman 2 rebu perak udh sama obatnya",1,2024-04-23 02:13:12,negatif
"Mudah di akses, informatif dan sangat membantu. Terima kasih. Semoga aplikasi halodoc ini semakin dapat menjangkau seluruh lokasi masyarakat di Indonesia.",5,2024-04-22 23:53:17,positif
Untuk konsul bagus tapi untuk pengiriman beli obat lamanya naudubillah drivernya susah di komunikasikan sampe saya nunggu mau 3 jam. Yang sakit nangis obat belum datang. Oke mantap pertahankan,1,2024-04-22 18:52:33,negatif
Pelayanan ramah,5,2024-04-22 15:09:43,positif
"Aplikasi lemot parah dan berat banget serasa buka aplikasi berat atau game berat , padahal di buka pakai device spek mumpuni dan koneksi internet stabil yg bisa memainkan game2 berat, dan order sangat2 lambat, tidak mendapatkan driver sama sekali, aplikasi tidak berguna",1,2024-04-22 14:27:43,negatif
Terimakasih dokter ryski semoga konsul pertamaku ini menjadi awal yg baik utk kesehatan kulit wajahku 🙏,5,2024-04-22 13:50:39,positif
"Bayar mahal2 dokter balasnya slow respon sekali sangat lama balas chat, sehingga waktu terbuang sia2 untuk konsultasi",2,2024-04-22 13:36:36,negatif
"Sistem yg aneh, beli obat malah di Refund dan dalam waktu 3 hari, seharusnya sblm di reff tanya dahulu ke cust untuk konfirmasi kirim obat yg ada saja, bukan malah di refund dan di cancel smua,",1,2024-04-22 13:31:48,negatif
Sangat bagus,5,2024-04-22 13:28:45,positif
Sempet gagal tp uang kembali,5,2024-04-22 13:00:21,positif
Terimakasih sudah GerCep alias gerak cepat membalas chat nya dan langsung meresepkan obat nya. Terimakasih,5,2024-04-22 12:29:21,positif
Sangat membantu,5,2024-04-22 11:25:01,positif
"Pengalaman pertama beli obat di halodoc Alhamdulillah puas bgt, walaupun awalnya khawatir ga sampe rumah soalnya rumahnya di pedalaman 😄 Overall aplikasinya mudah dimengerti dan sudah cukup baik. Thx u, semoga kedepannya bisa lebih baik lagi! 💗🌷",5,2024-04-22 10:45:01,positif
Baru kali ini pake halodoc saldo ke potong tp doktee nya gak respon sampe waktu chat habis di hubungin eror terus. Mnta pengembalian dana dong,1,2024-04-22 08:56:25,negatif
Sangat praktis dan membantu,5,2024-04-22 08:25:44,positif
Saya senang dengan pemberitahuan infonya...jd saya paham,5,2024-04-22 03:40:46,positif
Bagus dan fast respon,5,2024-04-22 01:34:29,positif
"Setelah dsuruh update, fitur ""kalender menstruasi"" nya gak ada, padahal buat aq pribadi sangat² berguna, dah bnyk catatan² dsana, biar bs mengingat siklus terakhir ( aq termasuk org pelupa) dulu download halodoc karena ada fitur ini, klo gak ada lg ya auto uninstal, kecewa bgt krn catatan² penting ilang,",2,2024-04-21 20:27:56,negatif
Sangat membantu sekali,5,2024-04-21 18:54:39,positif
mantull pokonya mahhh,5,2024-04-21 18:00:43,positif
Bagus,5,2024-04-21 15:59:24,positif
"Alhamdulillah sangat mudah dan efektif dg adanya aplikasi ini , jadi ga repot repot harus ke rumah sakit",5,2024-04-21 13:39:52,positif
"sampe waktunya habis gak di bales sama dokternya, percuma uang ke buang. udah lapor aplikasi tapi gak di respon sama sekali. bener bener nyesel pake ini",1,2024-04-21 13:37:59,negatif
respon cepat,5,2024-04-21 10:52:13,positif
"Chat dengan dokter langsung di balas.. Dan dokter nya ramah, baik, sabar dan puas dengan penjelasan beliau... Mksh byk halodoc",5,2024-04-21 10:05:43,positif
"Aplikasi yg bagus ,, dan bermanfaat untuk semua orang 🙏🏻",5,2024-04-21 08:23:36,positif
"Ini sangat membantu, dokternya juga ramah"" dan responnya cepat. Cuma karna saya pengguna baru halodoc jadi sedikit belum paham",4,2024-04-21 06:07:41,positif
Responnya kurang cepat. Dengan waktu yang sangat singkat,3,2024-04-21 05:44:54,netral
baik untuk konsultasi,5,2024-04-21 01:18:07,positif
Alhamdulillah selalu dpt pencerahan,5,2024-04-20 23:31:46,positif
Sangat membantu.... Ga perlu ngantri lama di klinik,5,2024-04-20 22:28:42,positif
Ok pelayanan memuaskan halodok emang bisa di percaya dokter berpengalaman sukses selalu,5,2024-04-20 15:57:25,positif
"Respon yang cepat tanggap, sangat membantu sekali untuk saya 👏👏",5,2024-04-20 14:49:09,positif
suka dan sangat membantu sekali. terima kasih banyak,5,2024-04-20 14:30:32,positif
"Mantap, tingkatkan selalu.",5,2024-04-20 13:26:30,positif
Sangat membantu untuk yang sedang merantau,5,2024-04-20 12:36:36,positif
Aplikasi appan setelah di update malah ngak bisa di buka,1,2024-04-20 12:32:03,negatif
Sangat terbantu,5,2024-04-20 11:04:00,positif
Tempat curhat kalau lagi kepepet g bs nunggu dokter secara offline,5,2024-04-20 10:59:37,positif
Membantu,5,2024-04-20 09:35:48,positif
Sangat membantu,5,2024-04-20 05:21:56,positif
Sangat membantu sekali... Trimakasih halodoc,5,2024-04-20 05:20:41,positif
"Simple,Mudah dan Tinggal Tunggu,ga perlu ribet ke optik buat penyakit2 Ringan..Kerenn Dah Halodoc Luar Biasa",5,2024-04-20 05:14:50,positif
"U terapi psikologi tidak perlu waktu tunggu, mentalnya lagi butuh dinasehati. Langsung dikasih. Jadi emosi nya maaih dapat",5,2024-04-20 05:11:44,positif
Sangat berguna untuk yang malu konsultasi secara langsung,5,2024-04-20 02:05:04,positif
"Sangat membantu sebelum ke tindakan langsung, halodoc sangat efisien, kalau jawaban kadang terlalu singkat dan langsung dng resep obat.🙏",4,2024-04-20 00:52:04,positif
"Tolong ya harganya ga usah dinaikkan gara-gara viral banyak yg konsul, malah makin di peres aja. Udah harganya naik terus jarang ada voucher. Mempersulit pasien untuk berobat",2,2024-04-19 17:28:33,negatif
Fast respon...,5,2024-04-19 16:23:52,positif
"permisi tadinya saya mau konsul ke psikolog tapi waktu saya bayar pakai dana itu dah masuk ke halodoc nya tapi kok dokter nya ga balas malah dari sistem sy disuruh bayar lagi kalau mau konsul , padahal saya dah tf mohon dong ditindak lanjuti soalnya nominal juga ngga sedikit .",1,2024-04-19 16:19:12,negatif
Status dokter online begitu sudah bayar dokter langsung offline. Parah bgt pengembalian dana pun tidak jelas.,1,2024-04-19 14:20:54,negatif
Terimakasih,5,2024-04-19 13:45:27,positif
"Bagus,Konsul nya mudah di pahami dokter nya cekatan dan baik",5,2024-04-19 12:28:41,positif
good,5,2024-04-19 11:56:05,positif
"Respond cepat, dan barang yang dipesan sesuai",5,2024-04-19 11:13:54,positif
Aplikasi yang sangat membantu banyak orang❤️ dokter disini sangat berpengalaman dibidangnya ❤️dan sesuai dgn jobdesknya masing². Semua jenis obat tersedia lengkap. Fitur²nya sangat menarik terimakasih Hallo Doc. Sekarang konsultasi dgn dokter & beli obat bisa 24 jam kapan saja dimana saja.,5,2024-04-19 10:22:00,positif
kalau ada permasalahan apa pun dalam kesehatan tanyakan ke halodoc saja,5,2024-04-19 10:00:42,positif
"Kalau bisa untuk sesi nya ditambahkan 45 mnt atau lebih mungkin. Karena kami sebagai pengguna merasa di rugikan jikalau sesi berakhir dan blum sempat menanyakan lebih terkait gejala""nya, mungkin bisa diambil contoh aplikasi sebelah Alodokter. Sesi berakhir lalu disuruh Konsul lanjutan dengan dokternya terus di suruh bayar lagi?, Tolong lah buat sesi 30 menit ini di tambahkan atau ngga belajar dari aplikasi sebelah. Di kritik untuk paling banyak masalah ini harusnya paham sih🙏🏻",1,2024-04-19 07:38:08,negatif
Sangat membantu,5,2024-04-19 06:41:55,positif
Obat lengkap,5,2024-04-19 06:36:14,positif
Mau beli obat aja di persulit harus konsul dulu,1,2024-04-19 06:01:43,negatif
Sangat membantu .,5,2024-04-19 05:39:04,positif
"Responsif,sabar,jelas",5,2024-04-19 05:25:30,positif
Saya kira di mainin komputer aja ternyata langsung ke dokternya,5,2024-04-19 04:54:58,positif
susah verifikasi KTP sampe terkunci,1,2024-04-19 01:44:21,negatif
"Komplain semalem, pagi langsung ditangani dan sudah clear masalahnya😍",5,2024-04-19 01:34:20,positif
"Saya kan mau konsultasi, ternyata bayar, jadi pas udh bayar, eh dokter nya sibuk, masa semua sibuk, padahal udah bayar, masa udah bayar, dokternya gak respon",1,2024-04-19 01:16:28,negatif
Sangat membantu ketika jauh dari dokter,5,2024-04-19 00:32:51,positif
"Aplikasi ny sbenarnya bagus membantu bgt, cuma sering ngelag, apalagi pas mau checkout.. Ngelag parah, gak bisa tekan apapun",1,2024-04-18 11:36:29,negatif
"Pilihan dokter banyak, dokter fast respon, ramah, dan informatif",5,2024-04-18 11:33:51,positif
Bermanfaat di kalah sakit tak modal duit yg memadai,5,2024-04-18 11:18:39,positif
Sangat membantu,4,2024-04-18 10:31:57,positif
Gooooodddd,5,2024-04-18 09:35:13,positif
Tidak berguna layaknya di harapan,2,2024-04-18 08:11:04,negatif
Birokrasinya sangat berbelit belit,1,2024-04-18 07:50:38,negatif
Membantu di kala bingung mw ke dokter,5,2024-04-18 06:04:28,positif
memuaskan,5,2024-04-18 05:20:48,positif
Responnya cepat..sangat membantu utk resep obat ýg diperlukan,5,2024-04-18 03:59:02,positif
"Dokternya cepat respon dan tanggap ,Terima kasih banyak dokter",5,2024-04-18 03:09:19,positif
"Sangat membantu aplikasi halodoc ini. Gw adiksi game online & ditangani psikolog klinis Errina.,,",5,2024-04-18 01:05:22,positif
Sangat membantu sekali ketika sangat membutuhkan obat dan sedang tdk ingin bepergian kmn2,5,2024-04-18 01:01:01,positif
"Saat ingin melengkapi profil, field untuk mengisi nomor telpon tidak bisa dipencet",2,2024-04-17 23:43:54,negatif
"Masya Allah, Dokter nya ramah sekali. penjelasannya jelas",5,2024-04-17 23:15:54,positif
"Sangat membantu, semoga lekas sembuh 🤲",5,2024-04-17 23:07:19,positif
Aplikasi yang sangat membantu sekali disaat sakit dan tidak memungkinkan untuk keluar. 👍,5,2024-04-17 17:55:30,positif
Bagus sekali,5,2024-04-17 17:24:44,positif
Mantap 👍kemudahan dalam konsultasi pengobatan,5,2024-04-17 14:54:40,positif
Sangat bermanfaat,5,2024-04-17 10:04:05,positif
Baru pertama chat 👍 membantu banget,5,2024-04-17 09:56:24,positif
"Pelayanannya dokter buruk. Pas baru masuk chat aja online nya, setelah itu ceklis satu ga ditanggapi keluhan pasien.",1,2024-04-17 07:14:22,negatif
Lumayan membantu,5,2024-04-17 04:52:53,positif
Good,4,2024-04-17 02:03:00,positif
Sangat membantu,5,2024-04-17 01:30:56,positif
Alhamdulillah bisa konsultasi dengan dokter yang bisa mengatasi keluhan saya,5,2024-04-16 16:16:15,positif
"Responnya sangat cepat sekali, sukaaa deh 🤗",5,2024-04-16 15:11:26,positif
Sangat membantu,5,2024-04-16 14:24:47,positif
Dokter baik,5,2024-04-16 14:10:57,positif
Kirim² obatnya super cepeett. Konsul gak ribet. Makasiiiiiii,5,2024-04-16 13:14:46,positif
Bagus ramah ramah,5,2024-04-16 12:56:49,positif
Sangat membantu. Trimakasih halodoc,5,2024-04-16 12:48:24,positif
sangat membantu,4,2024-04-16 11:59:59,positif
Kecewa bngt padahal udh bayar tpi gk online online 😭,1,2024-04-16 11:18:33,negatif
baguss,5,2024-04-16 10:26:11,positif
